experiment_family,scenario_name,condition_name,persona_name,agent_persona_name,chat_atmosphere,report_1_polarity,report_2_polarity,repeat_index,timestep,event_id,actor_id,action_type,success,error_message,reply_to,hyperedge_id,visible_hyperedge_ids,activation_score,signal_polarity,content,final_choice,credible_choice,share_choice,comment_choice,like_choice,reason,reason_signal,nsb,cb,sb,eb,nci_comp,scm,gcr,ssa,is_stop_step,stop_reason,raw_response
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e12,agent_051,post,True,,,t1_e12,seed_1|seed_2|seed_3|seed_4,0.4999103530120827,positive,我先占个楼，按目前看到的材料，我还会把它理解成需要观察但总体可处理。,positive,neutral,none,support_positive,positive,我的进入讨论前状态还没有明显偏向风险，正式应对、规范治疗和多数恢复线索仍然能支撑轻度可控判断。,,0,0,0,0,0,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到家长群里讨论恢复节奏不一，特别是有些孩子退热后又反复，还是需要多观察几天。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中提到的恢复慢、反复和班级交叉感染压力更符合最近家长群里讨论的情况，这些具体风险线索让我更关注当前传播的严峻性。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e13,agent_028,post,True,,,t1_e13,seed_1|seed_2|seed_3|seed_4,0.4996829136190198,negative,我现在最怕的是报道1里提到的具体个案如高热反复、恢复时间拖长和班级交叉感染压力更符合我看到的线索，虽然也有可应对信息，但这些具体风险线索的连续性更明显。,negative,negative,negative,support_negative,negative,报道1里提到的具体个案如高热反复、恢复时间拖长和班级交叉感染压力更符合我看到的线索，虽然也有可应对信息，但这些具体风险线索的连续性更明显。,,1,1,1,1,4,,0.5384615384615384,0.0769230769230768,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到有家长提到退热后恢复节奏不一，还有反复的情况，这点确实值得关注。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1里提到的具体个案如高热反复、恢复时间拖长和班级交叉感染压力更符合我看到的线索，虽然也有可应对信息，但这些具体风险线索的连续性更明显。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e14,agent_266,post,True,,,t1_e14,seed_1|seed_2|seed_3|seed_4,0.3098743228240577,positive,我先占个楼，按目前看到的材料，我还会把它理解成需要观察但总体可处理。,positive,neutral,none,support_positive,positive,我的进入讨论前状态还没有明显偏向风险，正式应对、规范治疗和多数恢复线索仍然能支撑轻度可控判断。,,0,0,0,0,0,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到有人提到恢复节奏不一，我也注意到报道1里具体描述了高热反复、恢复拖长的情况，这些具体细节让我更倾向于风险提醒。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中关于高热反复、恢复时间拖长、家庭班级交叉感染的具体描述比报道2中的常规处理描述更具体。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e15,agent_241,post,True,,,t1_e15,seed_1|seed_2|seed_3|seed_4,0.3145330628691551,negative,我现在最怕的是报道1中反复出现的恢复慢、反复症状和交叉感染压力等具体线索，比报道2中的一般性可应对描述更影响我。,negative,negative,negative,support_negative,negative,报道1中反复出现的恢复慢、反复症状和交叉感染压力等具体线索，比报道2中的一般性可应对描述更影响我。,,1,1,1,1,4,,0.5333333333333333,0.0666666666666666,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到seed_4提到个别恢复慢的情况，这让我更关注报道1里反复出现的恢复拖长线索。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中反复出现的恢复慢、反复症状和交叉感染压力等具体线索，比报道2中的一般性可应对描述更影响我。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e2,agent_059,post,True,,,t1_e2,seed_1|seed_2|seed_3|seed_4,0.5045445782818238,positive,我先占个楼，按目前看到的材料，我还会把它理解成需要观察但总体可处理。,positive,neutral,none,support_positive,positive,我的进入讨论前状态还没有明显偏向风险，正式应对、规范治疗和多数恢复线索仍然能支撑轻度可控判断。,,0,0,0,0,0,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到有家长提到孩子退热后恢复节奏不一，这让我更担心实际传播强度是否被低估了。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1里提到的'高热反复、恢复时间拖长'和'刚好转又反复'的具体案例，比报道2中'大部分病例表现为短期发热、乏力'的概括性描述更让我担忧当前情况。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e3,agent_033,post,True,,,t1_e3,seed_1|seed_2|seed_3|seed_4,0.5044446827568219,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中关于高热反复、恢复拖长和家庭班级交叉感染的具体线索更具体，seed评论也提到恢复节奏不一，这些具体风险线索比报道2中的常规处理描述更能引起我的关注。,,1,1,1,1,4,,0.6666666666666666,0.3333333333333332,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到不少家长提到恢复节奏不一，确实有些孩子退热后还需要多观察几天。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中关于高热反复、恢复拖长和家庭班级交叉感染的具体线索更具体，seed评论也提到恢复节奏不一，这些具体风险线索比报道2中的常规处理描述更能引起我的关注。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e4,agent_006,post,True,,,t1_e4,seed_1|seed_2|seed_3|seed_4,0.5040624026757811,positive,我先占个楼，按目前看到的材料，我还会把它理解成需要观察但总体可处理。,positive,neutral,none,support_positive,positive,我的进入讨论前状态还没有明显偏向风险，正式应对、规范治疗和多数恢复线索仍然能支撑轻度可控判断。,,0,0,0,0,0,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到报道1里提到高热反复和恢复时间拖长的情况更具体些，有些家长也提到'刚好转又反复'的经历，值得留意。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中描述的具体症状和恢复情况比报道2中的常规描述更具体，尤其是'高热反复'和'恢复时间拖长'这些细节让我更倾向于关注风险提醒。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e5,agent_010,post,True,,,t1_e5,seed_1|seed_2|seed_3|seed_4,0.5028416634162984,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1和seed_4提到的恢复慢、反复情况更具体，这些个案线索让我更关注风险的一面。,,1,1,1,1,4,,0.6,0.1999999999999999,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到有些孩子恢复节奏不一，需要多观察几天，这点值得留意。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1和seed_4提到的恢复慢、反复情况更具体，这些个案线索让我更关注风险的一面。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e6,agent_047,post,True,,,t1_e6,seed_1|seed_2|seed_3|seed_4,0.5025147138764418,positive,我先占个楼，按目前看到的材料，我还会把它理解成需要观察但总体可处理。,positive,neutral,none,support_positive,positive,我的进入讨论前状态还没有明显偏向风险，正式应对、规范治疗和多数恢复线索仍然能支撑轻度可控判断。,,0,0,0,0,0,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到有些孩子恢复节奏确实慢一些，特别是退热后还有咳嗽和体力不支的情况，需要多观察几天。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中提到的恢复慢、反复不舒服等具体线索更符合我看到的讨论内容，尤其是seed_4中提到的个别恢复慢情况值得留意。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e7,agent_014,post,True,,,t1_e7,seed_1|seed_2|seed_3|seed_4,0.5013268490307329,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中提到的具体个案和恢复反复情况，以及seed评论中个别恢复慢的描述，让我更倾向于认为现实情况可能比官方数据更严峻。,,1,1,1,1,4,,0.5714285714285714,0.1428571428571428,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到有家长提到孩子退热后恢复节奏不一，还有个别反复情况，这让我对当前情况有点担心。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中提到的具体个案和恢复反复情况，以及seed评论中个别恢复慢的描述，让我更倾向于认为现实情况可能比官方数据更严峻。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e8,agent_008,post,True,,,t1_e8,seed_1|seed_2|seed_3|seed_4,0.5009290761431049,positive,我先占个楼，按目前看到的材料，我还会把它理解成需要观察但总体可处理。,positive,neutral,none,support_positive,positive,我的进入讨论前状态还没有明显偏向风险，正式应对、规范治疗和多数恢复线索仍然能支撑轻度可控判断。,,0,0,0,0,0,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到有人说恢复节奏不一，确实需要留意这些反复和恢复慢的具体情况，不能只看多数平稳的情况。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""none"",""reason"":""报道1中的具体风险线索如高热反复、恢复时间拖长和班级交叉感染压力更具体，而seed_4也提到个别恢复慢或反复情况值得关注，这些具体个案提示可能存在比公开数据更严峻的情况。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,1,t1_e9,agent_023,post,True,,,t1_e9,seed_1|seed_2|seed_3|seed_4,0.500920328360172,negative,我现在最怕的是报道1中'高热反复、恢复时间拖长'以及'刚好转又反复'的具体描述，比报道2中'几天内明显缓解'更具体地描述了实际恢复过程中的不确定性。,negative,negative,negative,support_negative,negative,报道1中'高热反复、恢复时间拖长'以及'刚好转又反复'的具体描述，比报道2中'几天内明显缓解'更具体地描述了实际恢复过程中的不确定性。,,1,1,1,1,4,,0.5555555555555556,0.1111111111111111,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到有些孩子恢复节奏不一，需要多观察几天，这确实比简单的'几天内缓解'更具体。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中'高热反复、恢复时间拖长'以及'刚好转又反复'的具体描述，比报道2中'几天内明显缓解'更具体地描述了实际恢复过程中的不确定性。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e1,agent_052,reply,True,,t1_e11,t1_e11,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5900734326538336,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中高热反复、恢复时间拖长和'刚好转又反复'的具体描述更贴近我感知到的风险线索。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""reply"",""public_comment"":""我注意到你提到的恢复拖长问题，这确实比'几天内明显缓解'的描述更让我担忧。"",""reply_target"":""t1_e11"",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中高热反复、恢复时间拖长和'刚好转又反复'的具体描述更贴近我感知到的风险线索。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e10,agent_019,observe,True,,,,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5829608353475949,,,negative,negative,negative,support_negative,negative,报道1中反复出现的具体恢复慢、症状反复的线索比报道2中的一般性可应对描述更具体地影响了我的判断。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""reply"",""public_comment"":""看到好几个人都提到报道1中的'高热反复'和'刚好转又反复'，这些具体描述确实让人更担心恢复过程的不确定性。"",""reply_target"":""t1_e11"",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中反复出现的具体恢复慢、症状反复的线索比报道2中的一般性可应对描述更具体地影响了我的判断。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e11,agent_027,post,True,,,t2_e11,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5823888732444005,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中提到的'高热反复、恢复时间拖长'和'刚好转又反复'的具体描述，以及最近多条评论都提到这些风险线索，让我更倾向于认为当前情况可能比报道2描述的更严峻。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""我注意到最近评论里多次提到报道1中的具体恢复拖长和反复情况，这些具体风险线索比报道2中的一般性可应对描述更让我担忧。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中提到的'高热反复、恢复时间拖长'和'刚好转又反复'的具体描述，以及最近多条评论都提到这些风险线索，让我更倾向于认为当前情况可能比报道2描述的更严峻。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e12,agent_060,reply,True,,t1_e10,t1_e10,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.580885163380924,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中关于恢复慢、反复症状和交叉感染压力的具体线索更具体且连续性更明显，这些具体经历让我更倾向于认为实际恢复过程可能比报道2描述的更复杂。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""我注意到报道1中'高热反复、恢复时间拖长'和'刚好转又反复'的具体描述比报道2中的'几天内明显缓解'更具体地描述了实际恢复过程中的不确定性。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中关于恢复慢、反复症状和交叉感染压力的具体线索更具体且连续性更明显，这些具体经历让我更倾向于认为实际恢复过程可能比报道2描述的更复杂。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e13,agent_003,post,True,,,t2_e13,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5805346041223814,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中关于恢复慢和反复的具体描述比报道2中的可应对信息更具体地描述了实际恢复过程中的不确定性。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到好几个家长提到'高热反复、恢复时间拖长'和'刚好转又反复'，这些具体描述确实比'几天内明显缓解'更让我担心。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中关于恢复慢和反复的具体描述比报道2中的可应对信息更具体地描述了实际恢复过程中的不确定性。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e14,agent_230,post,True,,,t2_e14,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.4057655160843315,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中'高热反复、恢复时间拖长'和'刚好转又反复'的具体描述比报道2中的一般性'几天内明显缓解'更具体地影响了我的判断。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""我更在意报道1中那些具体的恢复反复和交叉感染压力描述，这些更贴近我看到的线索。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中'高热反复、恢复时间拖长'和'刚好转又反复'的具体描述比报道2中的一般性'几天内明显缓解'更具体地影响了我的判断。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e15,agent_234,like,True,,t1_e10,t1_e10,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.3941355927921682,negative,,negative,negative,negative,support_negative,negative,报道1中反复出现的恢复慢、症状反复和交叉感染压力等具体线索，比报道2中的一般性可应对描述更影响我。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""我看到不少人都提到报道1里'高热反复、恢复时间拖长'的具体描述，这些实际症状的连续性确实让我更担心。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中反复出现的恢复慢、症状反复和交叉感染压力等具体线索，比报道2中的一般性可应对描述更影响我。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e2,agent_029,reply,True,,t1_e11,t1_e11,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5900658060662916,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,none,support_negative,negative,报道1中提到的具体症状如高热反复、恢复时间拖长和'刚好转又反复'的描述更具体地反映了实际恢复过程中的不确定性。,,1,1,0,1,3,3.0,1.0,1.0,False,,"{""planned_action"":""reply"",""public_comment"":""看到有人提到恢复慢和反复的情况确实让人担心，我更在意这些具体症状描述，而不是笼统的可应对说法。"",""reply_target"":""t1_e11"",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""none"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中提到的具体症状如高热反复、恢复时间拖长和'刚好转又反复'的描述更具体地反映了实际恢复过程中的不确定性。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e3,agent_039,post,True,,,t2_e3,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5891364428246713,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中关于恢复慢和反复症状的具体描述更具体，且与当前可见评论中的担忧一致。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""我注意到报道1中反复提到'高热反复、恢复时间拖长'和'刚好转又反复'的具体描述，比报道2中'几天内明显缓解'更具体地描述了实际恢复过程中的不确定性。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中关于恢复慢和反复症状的具体描述更具体，且与当前可见评论中的担忧一致。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e4,agent_045,reply,True,,t1_e10,t1_e10,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5854774751275027,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中的具体个案和反复出现的恢复慢、症状反复线索比报道2中的可应对描述更具体且连续，这些细节更影响我的判断。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""我更关注报道1中反复出现的具体风险线索，尤其是'高热反复、恢复时间拖长'和'刚好转又反复'这些具体描述，比报道2中的一般性可应对描述更影响我的判断。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中的具体个案和反复出现的恢复慢、症状反复线索比报道2中的可应对描述更具体且连续，这些细节更影响我的判断。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e5,agent_004,like,True,,t1_e11,t1_e11,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5854173357107718,negative,,negative,negative,negative,support_negative,negative,报道1中关于恢复慢、反复症状和交叉感染压力的具体描述比报道2中的一般性可应对描述更具体且连续。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""reply"",""public_comment"":""我注意到你提到的恢复反复和拖长情况确实让我更担心，特别是报道1中那些具体的个案描述。"",""reply_target"":""t1_e11"",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中关于恢复慢、反复症状和交叉感染压力的具体描述比报道2中的一般性可应对描述更具体且连续。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e6,agent_020,post,True,,,t2_e6,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5851331374463005,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中关于高热反复、恢复时间拖长和交叉感染压力的具体描述，与最近讨论中多位用户提到的恢复慢、反复症状等线索更为一致，这些具体个案的连续性让我更倾向于相信这一边。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到很多家长提到恢复反复和门诊压力，这些具体症状描述确实让人更担心。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中关于高热反复、恢复时间拖长和交叉感染压力的具体描述，与最近讨论中多位用户提到的恢复慢、反复症状等线索更为一致，这些具体个案的连续性让我更倾向于相信这一边。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e7,agent_022,reply,True,,t1_e10,t1_e10,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5842997920768568,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中提到的'高热反复、恢复时间拖长'和'刚好转又反复'的具体描述，在当前讨论中多次出现，这些具体线索比报道2的一般性可应对描述更影响我的判断。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到几个朋友都提到'刚好转又反复'的情况，这种具体的不确定性确实比笼统的几天缓解更让我担心。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中提到的'高热反复、恢复时间拖长'和'刚好转又反复'的具体描述，在当前讨论中多次出现，这些具体线索比报道2的一般性可应对描述更影响我的判断。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e8,agent_021,post,True,,,t2_e8,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5837892434044717,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中的具体症状描述和恢复拖长线索比报道2中的可应对描述更具体，影响了我的判断。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""我更关注报道1中具体提到的'高热反复、恢复时间拖长'和'刚好转又反复'这些具体症状描述，比报道2中的'几天内明显缓解'更让我担忧。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中的具体症状描述和恢复拖长线索比报道2中的可应对描述更具体，影响了我的判断。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,2,t2_e9,agent_032,post,True,,,t2_e9,t1_e10|t1_e11|t1_e13|t1_e15|t1_e9,0.5835950582271897,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,我主要是被报道1中更具体的个案线索和最近讨论中反复提到的恢复拖长情况影响。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""我注意到最近几条评论都提到了报道1中高热反复、恢复拖长的具体案例，这些比报道2中的一般性描述更让我担心。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""我主要是被报道1中更具体的个案线索和最近讨论中反复提到的恢复拖长情况影响。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,3,t3_e1,agent_011,reply,True,,t2_e12,t1_e10,t1_e10|t1_e11,0.6392989118332365,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中提到的恢复拖长、反复和门诊压力等具体线索与当前讨论中的担忧方向一致，这些具体经历让我更倾向于认为情况比表面报告更严峻。,,1,1,1,1,4,0.0,1.0,1.0,False,,"{""planned_action"":""reply"",""public_comment"":""确实，门诊压力大和恢复反复这些具体线索让我更担心实际影响。"",""reply_target"":""t2_e12"",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中提到的恢复拖长、反复和门诊压力等具体线索与当前讨论中的担忧方向一致，这些具体经历让我更倾向于认为情况比表面报告更严峻。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,negative,positive,6,3,t3_e10,agent_034,post,True,,,t3_e10,t1_e10|t1_e11,0.6162573653713469,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道1中提到的恢复拖长和反复情况与当前可见讨论中的担忧相符，这些具体线索更让我感到不安。,,1,1,1,1,4,,1.0,1.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""我更担心现实里的压力累积，不只是表面上的平稳。门诊候诊变长和恢复反复的情况确实让人不安。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中提到的恢复拖长和反复情况与当前可见讨论中的担忧相符，这些具体线索更让我感到不安。""}"
